cluster_number	centroid	host_group	status	aln_best_pct_id	blastn_best_pct_id	best_pct_id	best_hit_name	taxonomy_level
243	SRR13789293_4933_ka_f_38.035_:75-1274	Human	ncbi_virus	NA	99.166	99.166	Human papillomavirus	known_species
244	SRR13789294_635173_ka_f_10.600_:120-1193	Human	blastn	NA	99.441	99.441	Human papillomavirus	known_species
245	SRR13789342_156621_ka_f_15.534_:144-1316	Human	ncbi_virus	NA	99.147	99.147	Human papillomavirus	known_species
246	SRR13789393_8634_ka_f_37.616_L_8634_L_8634_:63-1277	Human	ncbi_virus	NA	99.671	99.671	Human papillomavirus;Gammapapillomavirus 22	known_species
247	SRR13789467_20860_ka_f_8.704_:69-1280	Human	ncbi_virus	NA	99.917	99.917	Papillomavirus homo7299	known_species
248	SRR13789561_27504_ka_f_14.125_:141-1364	Human	ncbi_virus	NA	99.755	99.755	Human papillomavirus	known_species
249	SRR13789567_9540_ka_f_44.728_L_9540_L_9540_:72-1262	Human	ncbi_virus	NA	99.496	99.496	Human papillomavirus	known_species
250	SRR13789569_32249_ka_f_22.562_L_10158_L_274071_L_10158_L_179348_:36-1214	Human	ncbi_virus	NA	99.745	99.745	Human papillomavirus 125	known_species
251	SRR13789571_621754_ka_f_12.200_L_968365_:18-1214	Human	ncbi_virus	NA	99.582	99.582	human papillomavirus 115	known_species
252	SRR13789583_423381_ka_f_8.382_:72-1262	Human	novel	NA	89.496	89.496	Human papillomavirus	new_species
253	SRR13789637_7649_ka_f_129.934_L_7649_L_7649_:147-1361	Human	novel	NA	80.835	80.835	Human papillomavirus	new_species
254	SRR13789661_99306_ka_f_17.512_L_6685_L_527819_:90-1307	Human	ncbi_virus	NA	99.753	99.753	Human papillomavirus 130	known_species
255	SRR13789687_5690_ka_f_24.047_:87-1274	Human	ncbi_virus	NA	99.832	99.832	Human papillomavirus 199	known_species
256	SRR13789692_9646_ka_f_165.557_L_401983_L_415408_:117-1328	Human	ncbi_virus	NA	99.505	99.505	Human papillomavirus 133	known_species
257	SRR13789997_7427_ka_f_12.738_:114-1331	Human	ncbi_virus	NA	99.507	99.507	Human papillomavirus	known_species
258	SRR13790114_165814_ka_f_21.882_L_165814_L_165814_L_431254_:99-1310	Human	novel	NA	NA	NA	NA	no_hit
259	SRR13790116_22935_ka_f_33.774_L_558_L_22935_L_22935_:93-1298	Human	ncbi_virus	NA	99.336	99.336	Gammapapillomavirus 8	known_species
260	SRR13999910_249151_ka_f_14.328_L_1507818_L_5197538_:66-1232	Reptile	ncbi_virus	NA	100	100	Papillomavirus podarcis8670	known_species
261	SRR14354184_31587_ka_f_17.648_L_31587_L_1585409_L_31587_:90-1289	Human	ncbi_virus	NA	99.666	99.666	Gammapapillomavirus 13	known_species
262	SRR14663259_7955_ka_f_281.691_L_51619_L_51620_L_57354_:72-1259	Ursine	ncbi_virus	NA	100	100	Ailuropoda melanoleuca papillomavirus 5	known_species
263	SRR14825055_2317_ka_f_22.300_:42-1253	Human	ncbi_virus	NA	99.422	99.422	Human papillomavirus type 183	known_species
264	SRR14825200_3637_ka_f_23.955_:69-1289	Human	novel	NA	89.754	89.754	human papillomavirus 200	new_species
265	SRR14825340_4722_ka_f_47.689_:69-1268	Human	ncbi_virus	NA	98.999	98.999	Human papillomavirus	known_species
266	SRR15442438_1058_ka_f_166.101_L_1058_L_1058_:60-1286	Human	ncbi_virus	NA	99.429	99.429	Human papillomavirus type 50	known_species
267	SRR15442458_8454_ka_f_32.784_L_8454_L_8454_:72-1274	Human	ncbi_virus	NA	99.667	99.667	Human papillomavirus	known_species
268	SRR15442796_2973_ka_f_118.046_L_3667_L_21458_L_4908_:48-1256	Human	ncbi_virus	NA	99.421	99.421	Human papillomavirus	known_species
269	SRR15835191_34_ka_f_29.380_L_2210_L_1171_L_2210_:162-1343	Human	ncbi_virus	NA	99.831	99.831	Human papillomavirus type 85	known_species
270	SRR16054170_28703_ka_f_15.787_:114-1331	Human	ncbi_virus	NA	97.042	97.042	Gammapapillomavirus 22	known_species
271	SRR1647138_4976_ka_f_6.900_:129-1235	Human	ncbi_virus	NA	100	100	human papillomavirus 10	known_species
272	SRR1647334_21082_ka_f_33.458_L_21082_L_21082_:63-1253	Human	ncbi_virus	NA	100	100	Papillomavirus homo7269	known_species
273	SRR1647525_13721_ka_f_21.758_L_13721_L_13721_:81-1289	Human	ncbi_virus	NA	99.917	99.917	Human papillomavirus	known_species
274	SRR17481190_13325_ka_f_16.783_:51-1250	Hedgehog	novel	NA	89.491	89.491	Erinaceus europaeus papillomavirus 1	new_species
275	SRR17546375_7842_ka_f_14.246_:105-1253	Human	ncbi_virus	NA	99.477	99.477	Human papillomavirus	known_species
276	SRR17548765_406510_ka_f_9.300_L_541552_L_541553_:138-1343	Human	ncbi_virus	NA	99.834	99.834	Human papillomavirus	known_species
277	SRR17635569_31017_ka_f_14.936_:0-1109	Human	ncbi_virus	NA	99.91	99.91	Human papillomavirus type 54	known_species
278	SRR17798750_10315_ka_f_21.575_L_225805_L_24921_:90-1298	Human	ncbi_virus	NA	99.089	99.089	Human papillomavirus	known_species
279	SRR18400941_19765_ka_f_9.925_:87-1268	Canine	ncbi_virus	NA	99.831	99.831	Papillomavirus canis8381	known_species
280	SRR18483908_17643_ka_f_26.276_L_17643_L_17643_L_324305_:48-1229	Canine	novel	NA	NA	NA	NA	no_hit
281	SRR18484172_11522_ka_f_362.489_L_1871625_L_1923040_L_1929463_L_1929464_:72-1253	Canine	novel	NA	80.203	80.203	Canine papillomavirus 22	new_species
282	SRR18577042_633031_ka_f_25.790_L_633031_L_633031_:63-1271	Metagenome	ncbi_virus	NA	97.434	97.434	Human papillomavirus 4	known_species
283	SRR18767723_150562_ka_f_12.353_L_150562_L_150562_:93-1280	Avian	novel	NA	NA	NA	NA	no_hit
284	SRR19545153_36443_ka_f_11.512_L_6102814_L_6102814_:141-1331	Cervine	novel	NA	NA	NA	NA	no_hit
285	SRR20028098_3206_ka_f_7.959_:75-1286	Human	ncbi_virus	NA	99.917	99.917	Gammapapillomavirus sp.	known_species
286	SRR20028110_5833_ka_f_71.451_L_5833_L_5833_:93-1295	Human	ncbi_virus	NA	97.504	97.504	Papillomavirus homo8923	known_species
287	SRR20326355_2043182_ka_f_7.900_:63-1247	Canine	ncbi_virus	NA	99.493	99.493	Papillomavirus numida8051	known_species
288	SRR20730068_913814_ka_f_92.341_L_913814_L_913814_:63-1232	Rodent	novel	NA	NA	NA	NA	no_hit
289	SRR21425781_287_ka_f_25.971_L_287_L_287_:87-1274	Human	ncbi_virus	NA	100	100	human papillomavirus 69	known_species
290	SRR21604186_1235_ka_f_1445.025_L_1235_L_1235_:105-1316	Human	ncbi_virus	NA	100	100	human papillomavirus 215	known_species
291	SRR21604192_69_ka_f_67.849_L_69_L_69_:138-1343	Human	ncbi_virus	NA	100	100	Gammapapillomavirus 6	known_species
292	SRR21973352_2093981_ka_f_15.039_L_2469578_L_2418007_L_3471011_:66-1295	Human	ncbi_virus	NA	94.031	94.031	Human papillomavirus 169	known_species
293	SRR21974904_306268_ka_f_10.924_:0-1160	Human	ncbi_virus	NA	99.569	99.569	Papillomavirus JL74	known_species
294	SRR22012544_542_ka_f_18.723_L_542_L_542_:108-1286	Other	ncbi_virus	NA	99.491	99.491	Human papillomavirus	known_species
295	SRR22094398_32_ka_f_51.483_L_32_L_32_:135-1352	Human	ncbi_virus	NA	98.767	98.767	Human papillomavirus	known_species
296	SRR22102846_7587_ka_f_17.553_L_7587_L_1504_L_7587_:162-1364	Human	ncbi_virus	NA	99.667	99.667	Human papillomavirus	known_species
297	SRR22230784_11_ka_f_64.565_L_11212_L_7430_L_13544_:90-1307	Human	ncbi_virus	NA	98.11	98.11	Human papillomavirus	known_species
298	SRR22462890_1311534_ka_f_20.934_:72-1274	Human	ncbi_virus	NA	99.917	99.917	Human papillomavirus	known_species
299	SRR22679053_21748_ka_f_47.037_L_21748_L_21748_:120-1298	Bovine	novel	NA	NA	NA	NA	no_hit
300	SRR22682020_36006_ka_f_18.138_L_31347_L_73336_:48-1304	Ray-finned Fish	novel	NA	NA	NA	NA	no_hit
301	SRR22691042_22193_ka_f_110.076_:66-1250	Amphibian	novel	NA	NA	NA	NA	no_hit
302	SRR22765732_12884_ka_f_21.568_L_12884_L_12884_:72-1271	Human	ncbi_virus	NA	99.75	99.75	Human papillomavirus 132	known_species
303	SRR22765732_50388_ka_f_29.090_L_50388_L_965150_L_50388_:87-1301	Human	ncbi_virus	NA	99.753	99.753	Human papillomavirus	known_species
304	SRR23490980_8140_ka_f_75.705_L_8140_L_8140_:237-1439	Human	ncbi_virus	NA	99.75	99.75	Human papillomavirus type 213	known_species
305	SRR23759437_121643_ka_f_52.067_:54-1229	Equine	ncbi_virus	NA	100	100	Deltapapillomavirus 4	known_species
306	SRR23881954_91973_ka_f_11.454_:0-1163	Bovine	novel	NA	NA	NA	NA	no_hit
307	SRR24184641_16550_ka_f_18.802_L_19856299_:36-1259	Amphibian	novel	NA	NA	NA	NA	no_hit
308	SRR24465286_394658_ka_f_52.210_L_394658_L_394658_:132-1316	Canine	novel	NA	70.386	70.386	Enhydra lutris papillomavirus 1	new_species
309	SRR24719200_30273_ka_f_18.600_:45-1145	Amphibian	novel	NA	NA	NA	NA	no_hit
310	SRR24889877_5814_ka_f_34.968_L_64965_L_64965_:78-1259	Human	ncbi_virus	NA	99.831	99.831	Human papillomavirus	known_species
311	SRR24955686_769205_ka_f_12.535_:93-1268	Bovine	novel	NA	NA	NA	NA	no_hit
312	SRR24963268_167972_ka_f_13.166_:126-1298	Bovine	novel	NA	NA	NA	NA	no_hit
313	SRR24963419_387510_ka_f_21.876_:54-1229	Bovine	ncbi_virus	NA	100	100	Bos taurus papillomavirus 2	known_species
314	SRR25256535_79630_ka_f_302.271_L_79630_L_79630_:93-1283	Pangolin	novel	NA	NA	NA	NA	no_hit
315	SRR25256542_15341_ka_f_16.988_L_15341_L_15341_:45-1244	Pangolin	novel	NA	73.146	73.146	Manis javanica papillomavirus 1	new_species
316	SRR25256549_69938_ka_f_18.401_L_69938_L_69938_:243-1418	Pangolin	novel	NA	NA	NA	NA	no_hit
317	SRR25256569_9341_ka_f_455.319_L_9341_L_9341_:54-1244	Pangolin	novel	NA	76.617	76.617	Papillomavirus manis7551	new_species
318	SRR25288524_14317_ka_f_111.191_L_89272_L_162710_L_37952_L_48630_:51-1226	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
319	SRR25288617_2212_ka_f_13.924_L_3272719_:3-1175	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
320	SRR25288618_5254_ka_f_8.023_:51-1196	Bat	ncbi_virus	NA	100	100	Scotophilus kuhlii papillomavirus 1	known_species
321	SRR25288618_58776_ka_f_89.522_L_482549_L_5292_L_5293_:51-1223	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
322	SRR25288621_414910_ka_f_8.459_L_2068613_L_2069381_:0-1193	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
323	SRR25288642_5384_ka_f_23.538_L_368646_L_591349_:60-1244	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
324	SRR25288643_142108_ka_f_39.850_L_146905_L_255767_:60-1244	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
325	SRR25288643_148691_ka_f_88.852_L_28338_L_259174_L_179403_L_1433756_:270-1442	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
326	SRR25288694_47340_ka_f_14.846_L_82005_L_74092_L_143098_:0-1175	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
327	SRR25288749_19367_ka_f_35.520_L_59024_:75-1256	Bat	novel	NA	79.631	79.631	Bat papillomavirus	new_species
328	SRR25288757_173498_ka_f_10.989_:264-1448	Bat	novel	NA	NA	NA	NA	no_hit
329	SRR25288770_12732_ka_f_31.989_L_126002_:0-1127	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
330	SRR25288797_3096_ka_f_9.946_L_169413_:75-1256	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
331	SRR25288807_3102_ka_f_8.247_L_219014_L_1167937_L_358654_:60-1250	Bat	novel	NA	84.59	84.59	Bat papillomavirus	new_species
332	SRR25288820_17959_ka_f_12.632_L_746375_L_895269_:51-1226	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
333	SRR25460196_776_ka_f_29.366_:90-1280	Human	ncbi_virus	NA	99.16	99.16	Human papillomavirus	known_species
334	SRR25570576_31733_ka_f_10.212_L_184419_:0-1211	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
335	SRR25570577_8257_ka_f_10.889_L_145789_:0-1136	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
336	SRR25570592_13889_ka_f_37.437_L_12755_L_13889_L_13889_:135-1352	Human	ncbi_virus	NA	99.26	99.26	Human papillomavirus	known_species
337	SRR25648973_196396_ka_f_20.349_L_196396_L_196396_:57-1238	Avian	novel	NA	NA	NA	NA	no_hit
338	SRR2565557_2007_ka_f_37.068_L_2007_L_2007_:60-1292	Human	novel	NA	87.429	87.429	human papillomavirus 119	new_species
339	SRR2565980_10051_ka_f_141.807_L_10051_L_10051_:105-1319	Human	ncbi_virus	NA	100	100	Papillomavirus homo7350	known_species
340	SRR2566064_249_ka_f_9.164_L_249_L_249_:153-1358	Human	ncbi_virus	NA	99.502	99.502	Human papillomavirus 135	known_species
341	SRR2583965_47052_ka_f_8.529_:129-1340	Human	ncbi_virus	NA	99.422	99.422	Human papillomavirus	known_species
342	SRR26115763_405_ka_f_25.008_L_16090_L_17569_:138-1355	Human	ncbi_virus	NA	97.535	97.535	Human papillomavirus	known_species
343	SRR26191760_1136104_ka_f_12.454_L_1297729_:171-1382	Human	ncbi_virus	NA	99.752	99.752	Human papillomavirus	known_species
344	SRR26208195_951137_ka_f_15.847_L_1270544_:0-1157	Human	ncbi_virus	NA	100	100	Human papillomavirus type 182	known_species
345	SRR26848413_8685_ka_f_18.326_L_214807_L_10809_L_25862_:90-1283	Human	novel	NA	88.181	88.181	Human papillomavirus 120	new_species
346	SRR26848428_9728_ka_f_21.001_L_9728_L_9728_:93-1304	Human	ncbi_virus	NA	99.587	99.587	Human papillomavirus	known_species
347	SRR5431750_4407_ka_f_11.999_L_145529_:66-1253	Rodent	ncbi_virus	NA	100	100	Papillomavirus mus7585	known_species
348	SRR6442886_1228_ka_f_63.181_L_8690_L_4195_L_9101_:63-1259	Human	ncbi_virus	NA	99.833	99.833	Human papillomavirus type 161	known_species
349	SRR6442904_467_ka_f_64.995_L_4341_L_4992_:69-1274	Human	ncbi_virus	NA	100	100	Gammapapillomavirus 12	known_species
350	SRR6442930_63_ka_f_8.358_:48-1259	Human	ncbi_virus	NA	99.174	99.174	Human papillomavirus	known_species
351	SRR6442941_76_ka_f_240.647_L_9618_L_2226_L_2230_:48-1226	Human	ncbi_virus	NA	100	100	Alphapapillomavirus 3	known_species
352	SRR6442966_1644_ka_f_8.314_L_2021_:135-1352	Human	ncbi_virus	NA	99.836	99.836	Human papillomavirus	known_species
353	SRR6442972_2934_ka_f_393.965_L_6681_L_16713_L_4191_:72-1292	Human	ncbi_virus	NA	100	100	Gammapapillomavirus 24	known_species
354	SRR6442977_4_ka_f_43.178_L_4_L_4_:141-1343	Human	ncbi_virus	NA	100	100	Gammapapillomavirus 7	known_species
355	SRR6442998_12_ka_f_21.926_L_12_L_12_:72-1289	Human	ncbi_virus	NA	100	100	Gammapapillomavirus 22	known_species
356	SRR7287617_20683_ka_f_806.358_L_656484_L_686473_L_707034_L_707035_:141-1316	Rodent	ncbi_virus	NA	100	100	Rattus norvegicus papillomavirus 2	known_species
357	SRR7408270_4561_ka_f_99.357_L_41828_L_60010_L_4763_L_108797_:282-1496	Ursine	novel	NA	NA	NA	NA	no_hit
358	SRR7530174_17519_ka_f_24.116_L_17519_L_17519_:108-1295	Avian	novel	NA	NA	NA	NA	no_hit
359	SRR7621246_865618_ka_f_60.756_L_865618_L_865618_:72-1247	Feline	ncbi_virus	NA	100	100	Felis catus papillomavirus 3	known_species
360	SRR7687707_10380_ka_f_8.889_L_18094_:0-1139	Human	novel	NA	89.27	89.27	Human papillomavirus 120	new_species
361	SRR7687717_3106_ka_f_59.269_L_62188_L_12822_L_20767_:93-1217	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
362	SRR7687720_3015_ka_f_9.892_:0-1199	Human	ncbi_virus	NA	99.416	99.416	Human papillomavirus 136	known_species
363	SRR7687899_1851_ka_f_21.967_L_1851_L_1851_L_4075_:135-1349	Human	ncbi_virus	NA	98.353	98.353	Human papillomavirus	known_species
364	SRR7687904_10731_ka_f_9.331_L_153812_:48-1259	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
365	SRR7687904_8810_ka_f_20.582_L_10252_L_95361_L_178676_:141-1355	Human	ncbi_virus	NA	99.176	99.176	Human papillomavirus	known_species
366	SRR7688025_142_ka_f_2678.214_L_141_L_38_L_186_:81-1289	Human	ncbi_virus	NA	95.778	95.778	Human papillomavirus	known_species
367	SRR7688383_1063_ka_f_16.912_L_3463_L_11511_L_17489_:129-1343	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
368	SRR7688390_14_ka_f_31.387_L_33_:99-1313	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
369	SRR7688413_290_ka_f_328.987_L_0_L_192_L_218_L_319_:165-1379	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
370	SRR7688427_54_ka_f_44.906_L_194_L_248_:171-1370	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
371	SRR7688486_220_ka_f_272.206_L_721_L_738_:93-1304	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
372	SRR7688497_1342_ka_f_33.500_L_2886_L_12058_:87-1307	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
373	SRR7688504_1373_ka_f_30.196_L_41417_:105-1319	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
374	SRR7688634_54_ka_f_11.425_:105-1319	Human	ncbi_virus	NA	96.376	96.376	Human papillomavirus	known_species
375	SRR7688677_65_ka_f_132.556_L_2042_L_336_L_432_:69-1286	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
376	SRR7688749_3957_ka_f_33.101_L_58602_L_21281_:0-1211	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
377	SRR7688773_624_ka_f_8.445_L_7645_:66-1181	Human	ncbi_virus	NA	99.91	99.91	Human papillomavirus 123	known_species
378	SRR7802309_1_ka_f_64.419_L_1_L_1_:153-1352	Human	novel	NA	89.465	89.465	Human papillomavirus	new_species
379	SRR7802447_0_ka_f_30.554_L_31_L_745_:0-1178	Human	novel	NA	87.956	87.956	Human papillomavirus	new_species
380	SRR7992315_501_ka_f_86.852_L_32390_:69-1280	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
381	SRR7993536_228_ka_f_58.828_L_26049_L_13260_:96-1292	Human	ncbi_virus	NA	99.666	99.666	Human papillomavirus	known_species
382	SRR8173830_75051_ka_f_32.987_L_75051_L_75051_:156-1343	Non-human Primate	ncbi_virus	NA	100	100	Macaca mulatta papillomavirus 3	known_species
383	SRR8176202_6197_ka_f_310.779_L_6197_L_6197_:99-1307	Other	ncbi_virus	NA	99.752	99.752	Human papillomavirus	known_species
384	SRR8437782_17784_ka_f_11.131_L_17784_L_17784_:111-1274	Caprine	novel	NA	NA	NA	NA	no_hit
385	SRR8663619_5712_ka_f_7.887_:96-1301	Metagenome	ncbi_virus	NA	95.934	95.934	Human papillomavirus type 209	known_species
386	SRR8822468_403_ka_f_45.182_L_403_L_403_:96-1310	Metagenome	ncbi_virus	NA	99.588	99.588	Human papillomavirus	known_species
387	SRR9018636_400162_ka_f_7.480_:54-1253	Pangolin	ncbi_virus	NA	100	100	Manis javanica papillomavirus 1	known_species
388	SRR9040463_24188_ka_f_42.637_L_24188_L_24188_:111-1310	Human	ncbi_virus	NA	99.917	99.917	Human papillomavirus	known_species
389	SRR8567689Score=605.318_Edges=467_471_661_651_297_171_165_267_535_565_615_475_477_497_379_83_123_385_335_337_421_337_335_271_507_491_495_399_669_667_309_579_577_209_699_705_483_315_91_101_103_431_311_3_117_185_183_489_5_7_195_199_303_259_285_109_105_9_289_125_97_695_657_329_327_389_59_683_161_191_189_47_427_617_135_393_397_575_415_599_447_519_523_245_681_637_513_403_Position=12_Alignment=40M2I81M31I1M7I40M1D95M3I8M1I70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	NA	NA	NA	no_hit
390	SRR7993551Score=641.424_Edges=123451_42559_60299_86527_Position=738_Alignment=40M2I122M1D95M7I8M3I70M4I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.618	98.618	Human papillomavirus	known_species
391	SRR4332828Score=273.857_Edges=17_Position=173_Alignment=77M1D19M3D58M18I6M1I8M1I39M2I48M14D63M10I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Amphibian	ncbi_virus	NA	99.919	99.919	Papillomavirus rana5702	known_species
392	SRR3643851Score=618.004_Edges=715_3677_47881_47879_32559_16019_889_Position=39_Alignment=40M1D120M2D95M3I8M6I70M7I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	98.121	98.121	Human papillomavirus	known_species
393	SRR7687746Score=662.419_Edges=37155_37153_69223_59515_59511_28227_78981_78985_32125_32121_331_67931_67933_12423_12389_85991_85993_62965_21307_90791_31961_34187_34189_69043_69047_27499_19191_19189_11145_36449_65251_65247_25631_49365_33775_56959_52191_94687_73817_68543_61529_40361_11055_19355_46455_13525_8381_51939_11565_65425_65423_10357_7081_7083_94725_11987_46415_65989_51713_51709_52005_6573_2083_55501_44893_74265_11325_11321_607_23283_6349_18637_18639_53699_77931_93961_37385_60697_30047_1257_28907_28909_63065_56423_94243_69985_59661_81761_51521_92301_89403_35807_38591_66677_22161_88535_88539_51897_51893_94647_79583_13675_55727_55723_70319_89873_68049_73759_19465_13275_34829_7525_7519_33405_35647_85759_85755_67895_61867_92635_63375_50251_50247_39855_15095_45519_58945_61395_61391_65783_13587_16985_20947_35803_11363_11365_75451_31205_79945_12579_12583_64717_46973_46975_58549_58553_30495_3939_23941_23937_78435_78439_48363_86055_27361_93781_41195_41193_4795_57123_78643_78647_26403_91407_85983_86109_47325_27761_27767_82355_28137_23227_84671_62055_62053_84227_93173_90323_91737_91741_33945_61781_44765_15739_82097_82387_82389_11739_11741_1187_75369_9709_49613_81161_73801_73799_15463_55661_40803_65443_65441_26339_31275_31271_17789_48111_75945_75947_35917_71549_56279_59283_73141_73143_23461_23465_33279_49851_49855_64339_28379_81911_66557_66553_35855_54723_53617_63769_63765_84643_31157_31153_81671_73463_13641_53361_77341_77339_32655_64057_92409_2533_26169_59107_11793_11789_33303_16201_16203_73135_68779_68783_34413_30523_90475_90473_21359_21357_65681_72059_64415_73299_86843_86845_47421_35131_62855_77185_54651_13051_13047_66117_20675_72111_72115_15973_85899_32283_79007_79011_67961_67957_43139_71545_71543_55601_55361_55365_14207_74405_92959_92957_53317_53319_29781_57105_27353_11211_69281_78401_78405_16199_83537_83535_21451_61209_78489_78485_60559_54353_7815_7807_11569_13151_37413_72379_7833_89973_52631_36013_36009_4985_4987_89023_59935_54963_54959_41261_53669_40641_25573_25577_53767_33595_33591_10043_10045_35239_48747_Position=2_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	87.013	87.013	Human papillomavirus type 14D	new_species
