V1	X	node	branch.length	isTip	x	y	branch	angle	x10	status	generalization	broader_gen	specific_species	X.1	lib	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47
NC_001691.1_60_1286_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_001605.1_192_1367_1	2004	884	0.262158761	TRUE	5.357438712	234	5.226359332	75.89189189	Iotapapillomavirus	ncbi	Rodent	Rodent	Mastomys_natalensis	Mastomys_natalensis_associated	NC	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
OR952778.1_51_1226_1	1975	846	0.213604189	TRUE	6.126483555	361	6.019681461	117.0810811	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952778.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AB211993.1_387_1553_1	1151	17	0.082283363	TRUE	5.984954411	545	5.94381273	176.7567568	Alphapapillomavirus	ncbi	Human	Human	Alphapapillomavirus	Human_associated	AB211993.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AB646346.1_105_1328_1	1449	310	0.137221669	TRUE	6.46304578	1022	6.394434946	331.4594595	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	AB646346.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588756.1_108_1322_1	1411	270	0.111458948	TRUE	6.72440989	1088	6.668680416	352.8648649	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588756.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MG869605.1_99_1313_1	1494	353	0.162553713	TRUE	6.628840229	990	6.547563372	321.0810811	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MG869605.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588748.1_141_1355_1	1543	410	0.115206701	TRUE	6.01546713	873	5.957863779	283.1351351	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588748.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588725.1_93_1307_1	1504	367	0.086195739	TRUE	6.40635607	987	6.3632582	320.1081081	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588725.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588739.1_147_1361_1	1422	279	0.092387205	TRUE	6.813483253	1096	6.76728965	355.4594595	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588739.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH745749.1_99_1313_1	1374	241	0.181726218	TRUE	6.203645437	915	6.112782328	296.7567568	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MH745749.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JF755418.1_96_1271_1	1999	878	0.144082207	TRUE	5.105852726	228	5.033811623	73.94594595	Iotapapillomavirus	ncbi	Rodent	Rodent	Peromyscus_maniculatus	Peromyscus_maniculatus_associated	JF755418.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
OR952835.1_51_1217_1	1985	856	0.094903188	TRUE	5.850005736	356	5.802554143	115.4594595	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952835.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777192.2_99_1313_1	1429	287	0.088916937	TRUE	6.793630012	1108	6.749171543	359.3513514	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777192.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JQ965698.1_99_1274_1	2068	948	0.253327572	TRUE	5.582301895	124	5.455638109	40.21621622	Dyorhopapillomavirus	ncbi	Equine	Equine	Equus_caballus	Equus_caballus_associated	JQ965698.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JQ701802.1_84_1259_1	2042	919	0.23675631	TRUE	5.375882221	212	5.257504066	68.75675676	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	JQ701802.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF509821.1_105_1319_1	1458	315	0.112758026	TRUE	6.685754474	1038	6.629375461	336.6486486	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MF509821.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588701.1_135_1349_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX781281.1_141_1355_1	1590	454	0.065595091	TRUE	5.903935496	837	5.871137951	271.4594595	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	KX781281.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KP757765.1_123_1298_1	1722	598	0.028934974	TRUE	5.409137705	603	5.394670218	195.5675676	Treisthetapapillomavirus	ncbi	Cervine	Cervine	Rusa_timorensis	Rusa_timorensis_associated	KP757765.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KC876045.1_81_1256_1	2054	932	0.336937706	TRUE	6.059001843	181	5.89053299	58.7027027	Dyokappapapillomavirus	ncbi	Caprine	Other	Rupicapra_rupicapra	Rupicapra_rupicapra_associated	KC876045.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
HM999996.1_87_1313_1	1538	403	0.14750991	TRUE	5.961023364	868	5.887268409	281.5135135	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	HM999996.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588711.1_114_1328_1	1470	330	0.096276031	TRUE	6.542919195	1044	6.49478118	338.5945946	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588711.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
PP296663.1_63_1292_1	1653	522	0.088513531	TRUE	5.791471182	687	5.747214417	222.8108108	Betapapillomavirus	ncbi	Human	Human	Betapapillomavirus	Human_associated	PP296663.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588709.1_105_1319_1	1454	323	0.192761779	TRUE	6.548521057	1033	6.452140167	335.027027	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588709.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KY853656.1_60_1226_1	1300	171	0.4602219	TRUE	5.87405531	755	5.64394436	244.8648649	Felis_catus_associated	ncbi	Feline	Feline	Felis_catus_associated	Felis_catus_associated	KY853656.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588708.1_165_1379_1	1528	391	0.092191192	TRUE	6.052170031	891	6.006074435	288.972973	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588708.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KY969593.1_63_1286_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP934207.1_114_1286_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BK066346.1_99_1316_1	1597	469	0.138943256	TRUE	5.73945934	826	5.669987712	267.8918919	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	BK066346.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
EF584537.1_162_1331_1	2038	917	0.145786478	TRUE	5.285100259	215	5.21220702	69.72972973	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	EF584537.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
HM999988.1_105_1325_1	1445	305	0.115886278	TRUE	6.397091358	1012	6.339148219	328.2162162	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	HM999988.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
OR952775.1_51_1223_1	1994	867	0.083415076	TRUE	6.010383268	348	5.96867573	112.8648649	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952775.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
NC_001789.1_57_1229_1	2079	957	0.185308513	TRUE	5.761264317	151	5.66861006	48.97297297	Deltapapillomavirus	ncbi	Ovine	Other	Ovine	Ovine_associated	NC	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KU963288.1_102_1274_1	2044	925	0.742939853	TRUE	5.352051399	202	4.980581472	65.51351351	Treiskappapapillomavirus	ncbi	Equine	Equine	Equus_caballus	Equus_caballus_associated	KU963288.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KP276343.1_138_1310_1	2077	956	0.180360909	TRUE	5.661153341	153	5.570972886	49.62162162	Deltapapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	KP276343.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GU117621.1_141_1358_1	1779	656	0.131517545	TRUE	5.77003626	619	5.704277488	200.7567568	Omikronpapillomavirus	ncbi	Cetacean	Cetacean	Phocoena_phocoena	Phocoena_phocoena_associated	GU117621.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MG837557.1_60_1229_1	1186	53	0.15552955	TRUE	5.739185734	504	5.661420959	163.4594595	Macaca_mulatta_associated	ncbi	Non-human Primate	Non-human Primate	Macaca_mulatta_associated	Macaca_mulatta_associated	MG837557.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MK620843.1_75_1298_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG063749.1_87_1307_1	1425	285	0.123857634	TRUE	6.769310956	1103	6.707382139	357.7297297	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MG063749.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588677.1_99_1319_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF588751.1_144_1364_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF588746.1_153_1373_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF588747.1_156_1376_1	1550	415	0.185127469	TRUE	6.102826308	881	6.010262573	285.7297297	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588747.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777206.2_105_1325_1	1450	313	0.085782595	TRUE	6.313894775	1018	6.271003477	330.1621622	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777206.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
OR952817.1_96_1268_1	1981	853	0.078655944	TRUE	5.877498637	368	5.838170665	119.3513514	Tylonycteris_pachypus_associated	ncbi	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	OR952817.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
OR952812.1_270_1442_1	1981	852	0.142914751	TRUE	5.941757445	367	5.870300069	119.027027	Tylonycteris_pachypus_associated	ncbi	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	OR952812.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
OR952825.1_51_1223_1	1988	861	0.135575977	TRUE	5.829968449	353	5.762180461	114.4864865	Scotophilus_kuhlii_associated	ncbi	Bat	Bat	Scotophilus_kuhlii_associated	Scotophilus_kuhlii_associated	OR952825.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
